id,timeline_lowest_id,timeline_tweets_pulled,tweet_count,followers_cursor,followers_pulled,followers_count,following_cursor,following_pulled,following_count
2298420168,0,0,0,-1,0,0,-1,0,0
897900631,260416129263075329,2,2,0,3,3,0,45,45
2484691443,455775066337587201,8,8,0,4,4,0,9,9
58550871,0,0,0,0,2,2,0,15,15
136886942,314408971211513856,2200,17301,0,291,291,0,352,352
1019018251,317896151670087680,1,1,0,2,2,0,9,9
189787944,1187386856691732480,2200,4219,0,34,34,0,60,60
1254208171,0,0,0,0,1,1,-1,0,0
374152589,239472118939652096,3,3,0,28,28,0,129,129
1240234080,346207480168206337,2200,5774,0,240,240,-1,0,0
2363686808,0,0,0,-1,0,0,-1,0,0
488708063,168051289597554689,2,2,0,1,1,0,13,13
2923431843,544577182740545536,5,5,0,2,2,0,16,16
1687670749,0,0,0,-1,0,0,0,19,19
2716856697,0,0,0,-1,0,0,-1,0,0
2198963701,402387122260172801,22,22,0,12,12,0,37,37
2490495370,0,0,0,-1,0,0,-1,0,0
181673017,170623239490502656,2,2,0,14,14,0,4,4
1429475934,334529496000651264,17,17,0,39,39,0,55,55
508285778,180414752151977984,31,31,0,59,59,0,57,57
1245924085,309282132923150336,647,647,0,174,174,1428762233697251901,497,497
700422019,225104366057697280,4,4,0,3,3,0,58,58
614822410,0,0,0,-1,0,0,-1,0,0
2426360784,518185294529835008,1,1,0,5,5,0,44,44
110622338,8531314338,48,48,0,8,8,0,8,8
166065762,22248511434,5,5,0,4,4,-1,0,0
2971861872,0,0,0,-1,0,0,-1,0,0
459965982,156638980799074305,11,11,-1,0,0,0,2,2
2324541144,0,0,0,0,1,1,0,3,3
554689551,0,0,0,-1,0,0,0,9,9
309710693,514399885207293952,2,2,0,3,3,0,9,9
1596071324,0,0,0,0,4,4,0,4,4
1524773546,347587282846494720,2,2,0,2,2,0,92,92
631431327,0,0,0,-1,0,0,-1,0,0
2804233412,0,0,0,-1,0,0,0,1,1
418836787,139027730325970944,12,12,0,26,26,-1,0,0
730516406,230630613940568066,7,7,0,2,2,0,8,8
252641785,0,0,0,-1,0,0,0,1,1
823509727,0,0,0,0,17,17,0,41,41
1418067878,332844473866399744,49,49,0,6,6,0,24,24
336566851,92243113220915200,1,1,0,4,4,0,4,4
2766648418,0,0,0,-1,0,0,-1,0,0
779088882,0,0,0,0,1,1,-1,0,0
2306406000,433375006932754432,2,2,0,9,9,0,218,218
1963405903,0,0,0,-1,0,0,-1,0,0
466809710,159376121044013059,5,5,0,2,2,0,13,13
2958543277,587198217068027904,1,1,0,2,2,0,40,40
2460740661,0,0,0,-1,0,0,0,8,8
77561766,4400833296,1,1,-1,0,0,0,2,2
1101444079,0,0,0,-1,0,0,-1,0,0
1275606758,0,0,0,-1,0,0,-1,0,0
1359670910,0,0,0,0,1,1,0,4,4
1111175712,0,0,0,-1,0,0,-1,0,0
1629008868,0,0,0,-1,0,0,0,1,1
1509932953,0,0,0,0,8,8,0,22,22
379014080,0,0,0,-1,0,0,0,3,3
2453550798,0,0,0,-1,0,0,-1,0,0
262141360,44743531436322816,167,167,0,23,23,0,42,42
2610684799,486294130859855872,11,11,0,24,24,0,96,96
1401997693,0,0,0,0,1,1,0,16,16
2816343002,512461075149643776,1,1,0,7,7,0,37,37
1637296741,385943009314865153,6,6,0,12,12,0,32,32
389509750,153402097977659392,92,92,0,100,100,0,283,283
564870700,0,0,0,0,3,3,-1,0,0
835284932,0,0,0,-1,0,0,-1,0,0
2788570141,0,0,0,-1,0,0,0,36,36
156977228,16470813180,2,2,-1,0,0,-1,0,0
569010167,202705898039291904,3,3,-1,0,0,0,9,9
1598166786,437577808647176192,4,4,0,55,55,0,48,48
2841244545,524970067491311616,8,8,0,9,9,0,51,51
1385023050,0,0,0,-1,0,0,0,3,3
290317570,0,0,0,-1,0,0,0,2,2
329687866,100219127129583616,6,6,0,59,59,0,5,5
325217854,86304970076463104,2,2,0,1,1,0,2,2
82215348,0,0,0,-1,0,0,-1,0,0
994111638,313577127305957376,1,1,-1,0,0,0,3,3
234358781,0,0,0,-1,0,0,-1,0,0
1594894922,0,0,0,-1,0,0,-1,0,0
157243928,1063781089393631232,1,1,-1,0,0,-1,0,0
278210562,89738283101335552,4,4,0,1,1,0,2,2
2376429869,440165214156505089,1,1,-1,0,0,-1,0,0
2963635366,552360593567780864,30,30,0,22,22,0,54,54
256450635,0,0,0,-1,0,0,-1,0,0
841659510,249855021850693634,1,1,-1,0,0,-1,0,0
961936573,0,0,0,-1,0,0,-1,0,0
1326877994,320287767420624898,2,2,-1,0,0,0,1,1
993769699,0,0,0,0,1,1,0,13,13
1078667490,289621734590672896,8,8,-1,0,0,0,2,2
1893442002,0,0,0,-1,0,0,-1,0,0
241926485,65649823944146944,2200,3101,0,198,198,0,364,364
2609504754,489798963071942656,2,2,-1,0,0,0,1,1
2471188334,0,0,0,-1,0,0,0,49,49
2982281722,556502745071751168,3,3,0,4,4,0,131,131
2934248271,546425469458210816,1,1,-1,0,0,0,66,66
312881388,0,0,0,-1,0,0,-1,0,0
1280197057,314339181335818240,4,4,0,1,1,0,21,21
2591744738,0,0,0,0,9,9,0,4,4
1136606106,298171889745022976,61,61,0,106,106,0,187,187
335271289,458333933386883072,11,11,0,168,168,0,745,745
1464339469,339652798633361409,3,3,0,8,8,0,30,30
6715202,1318820820450496512,2200,43021,0,4976,4976,1436444968778744505,5000,5458
391148878,125056674082992128,1,1,-1,0,0,-1,0,0
39448509,0,0,0,0,7,7,0,1,1
551446095,0,0,0,0,1,1,0,1,1
2201868052,478184584362725376,2,2,-1,0,0,0,2,2
363714559,252120597813944320,4,4,0,36,36,0,252,252
2926150677,545038529748008962,2,2,0,3,3,0,1,1
111611004,8679928020,1,1,-1,0,0,0,1,1
2916568687,0,0,0,-1,0,0,0,6,6
1331520409,377713668135600128,28,28,0,11,11,-1,0,55
2717741835,0,0,0,-1,0,0,-1,0,0
1834049724,0,0,0,0,1,1,-1,0,0
65514628,6629397061,1,1,0,4,4,-1,0,21
901368342,261750669990563840,5,5,0,1,1,-1,0,13
1644945656,363976757340160000,1,1,0,4,4,-1,0,33
270263551,87905723962507264,12,12,0,10,10,-1,0,0
397165180,128418250659872768,106,106,0,52,52,-1,0,9
2559420190,0,0,0,-1,0,0,-1,0,0
1633230848,362253971131342848,30,30,0,16,16,-1,0,50
2592611609,493441690540474368,2200,4524,0,279,279,-1,0,381
2170264947,0,0,0,-1,0,0,-1,0,0
2439482934,454843735663452160,491,491,1465749754952255802,394,394,-1,0,485
2791893672,509426108014419968,5,5,0,2,2,-1,0,16
38369595,3727830935,9,9,0,4,4,-1,0,3
2243871212,411481138679406592,1,1,0,7,7,-1,0,41
752015419,234422503378923520,1,1,0,15,15,-1,0,78
1924132776,0,0,0,0,1,1,-1,0,20
543743852,186930426777055233,4,4,0,2,2,-1,0,1
215989834,818965048676728832,2200,2321,0,475,475,-1,0,1296
1219905073,0,0,0,-1,0,0,-1,0,0
635445298,0,0,0,-1,0,0,-1,0,4
2305631532,426149217141133312,2,2,0,21,21,-1,0,112
572175909,200610893258690560,13,13,0,1,1,-1,0,38
191937167,0,0,0,-1,0,0,-1,0,2
584171990,205252940154408960,31,31,0,3,3,-1,0,83
2601405216,0,0,0,0,2,2,-1,0,19
1166200129,0,0,0,-1,0,0,-1,0,2
364409295,0,0,0,-1,0,0,-1,0,0
1335334386,321049105310810112,15,15,0,48,48,-1,0,157
22276914,63424984281911296,1719,1719,1298441890169588338,176,176,-1,0,1704
376204807,115786963939897345,2,2,-1,0,0,-1,0,16
52177058,761527604671238144,2200,4372,1327840902914628342,441,441,-1,0,914
296974257,0,0,0,0,3,3,-1,0,20
195314714,25582515861,477,477,0,14,14,-1,0,60
1464214166,0,0,0,-1,0,0,-1,0,3
2477044868,0,0,0,-1,0,0,-1,0,0
229679933,0,0,0,0,1,1,-1,0,4
2723859211,498811064029442048,6,6,0,49,49,-1,0,263
2709709489,725280383005241344,1376,1376,0,2148,2148,-1,0,363
425660142,0,0,0,0,2,2,-1,0,4
2667993820,0,0,0,-1,0,0,-1,0,24
843456570,253774664910909440,899,899,-1,0,15,-1,0,3
2264797037,420282114605862912,1428,1428,-1,0,544,-1,0,384
175790644,20563607951,1,1,-1,0,1,-1,0,2
2901828445,534713736259309568,1,1,-1,0,0,-1,0,0
2260233792,0,0,0,-1,0,0,-1,0,3
475584528,903931326428049408,17,17,-1,0,3,-1,0,0
590622020,206259389127073793,19,19,-1,0,6,-1,0,124
1320273151,321291757956517888,1,1,-1,0,26,-1,0,111
924067740,279051672666398720,6,6,-1,0,0,-1,0,0
400452371,140086507934461954,146,146,-1,0,0,-1,0,2
135433924,0,0,0,-1,0,0,-1,0,0
873565422,495209332129419265,3,3,-1,0,1,-1,0,47
721160745,0,0,0,-1,0,0,-1,0,0
186545635,0,0,0,-1,0,0,-1,0,0
302876884,0,0,0,-1,0,1,-1,0,0
2601717884,1124329021255208960,2200,11725,-1,0,22,-1,0,105
227460808,168059513902088192,1437,1437,-1,0,107,-1,0,250
1656141486,0,0,0,-1,0,1,-1,0,6
2925576808,0,0,0,-1,0,0,-1,0,0
710192461,226927075959918593,9,9,-1,0,12,-1,0,57
1180082718,335814238050328576,36,36,-1,0,85,-1,0,615
2264057859,0,0,0,-1,0,1,-1,0,0
482130147,0,0,0,-1,0,0,-1,0,0
2740352942,501093079726555137,4,4,-1,0,0,-1,0,4
2254709844,413957572945657856,11,11,-1,0,0,-1,0,9
2236311936,0,0,0,-1,0,0,-1,0,0
2159264511,0,0,0,-1,0,0,-1,0,2
149062796,28424116520,1,1,-1,0,2,-1,0,1
2261486960,417603121716543488,7,7,-1,0,1,-1,0,7
2490867361,0,0,0,-1,0,7,-1,0,0
275385979,53686812224401408,1,1,-1,0,0,-1,0,0
2160949163,427982785358614528,1,1,-1,0,0,-1,0,5
265225799,46819859975241728,3,3,-1,0,0,-1,0,0
248183973,34682948926054400,42,42,-1,0,25,-1,0,33
259895828,43045821498929152,1,1,-1,0,1,-1,0,3
2937100752,546302539637854209,2,2,-1,0,0,-1,0,12
189205853,24123247731,243,243,-1,0,154,-1,0,39
55558792,2704200240,1,1,-1,0,1,-1,0,0
220099114,0,0,0,-1,0,1,-1,0,1
2463924186,630818997760606208,38,38,-1,0,21,-1,0,42
1154712798,0,0,0,-1,0,0,-1,0,0
1918039290,0,0,0,-1,0,0,-1,0,0
140883253,451115345416585217,26,26,-1,0,5,-1,0,51
293786085,66290336821022720,1,1,-1,0,0,-1,0,0
1607688198,0,0,0,-1,0,1,-1,0,9
1338837097,0,0,0,-1,0,2,-1,0,6
945207439,268220808747429888,1,1,-1,0,0,-1,0,9
2341657440,0,0,0,-1,0,0,-1,0,0
2367882805,1096754102686703616,10,10,-1,0,1,-1,0,95
2527818078,471329339724664832,17,17,-1,0,3,-1,0,62
526165058,180568866861232128,5,5,-1,0,0,-1,0,2
519575287,178142591945150466,2,2,-1,0,7,-1,0,13
2572807573,482133285271654400,23,23,-1,0,156,-1,0,257
2508410389,468492630905466880,5,5,-1,0,2,-1,0,8
2784156223,506437709955891200,47,47,-1,0,3,-1,0,76
1219690286,0,0,0,-1,0,0,-1,0,0
481106375,1095191995251752961,1,1,-1,0,0,-1,0,0
2268135543,0,0,0,-1,0,2,-1,0,1
2210884018,0,0,0,-1,0,0,-1,0,0
1139904062,722024019357097984,26,26,-1,0,1,-1,0,14
1184543833,390312188600016896,1,1,-1,0,6,-1,0,0
1008008600,0,0,0,-1,0,1,-1,0,1
2391006147,0,0,0,-1,0,0,-1,0,1
289260735,0,0,0,-1,0,0,-1,0,0
2974744659,0,0,0,-1,0,0,-1,0,0
877504855,0,0,0,-1,0,0,-1,0,0
2764963508,0,0,0,-1,0,2,-1,0,2
2175791825,400233947940274176,2,2,-1,0,1,-1,0,5
2783313240,0,0,0,-1,0,0,-1,0,1
2890734277,1106853195517579264,9,9,-1,0,8,-1,0,222
108512373,0,0,0,-1,0,2,-1,0,1
926730074,0,0,0,-1,0,0,-1,0,2
1489719823,0,0,0,-1,0,1,-1,0,0
2494249362,0,0,0,-1,0,2,-1,0,15
1218868580,0,0,0,-1,0,0,-1,0,0
2839485515,0,0,0,-1,0,1,-1,0,0
783505537,244509965291778048,34,34,-1,0,43,-1,0,236
2942232156,0,0,0,-1,0,0,-1,0,2
1732391252,571071120755056641,890,890,-1,0,30,-1,0,224
458822955,156167628522663936,28,28,-1,0,0,-1,0,34
2227096370,469716767754166272,106,106,-1,0,0,-1,0,0
2167426278,396060741112832000,3,3,-1,0,2,-1,0,51
558260060,193191833101275136,929,929,-1,0,18,-1,0,122
2347446410,435470012371853312,41,41,-1,0,58,-1,0,55
1703892631,372248827723386880,1725,1725,-1,0,55,-1,0,37
225199355,404527820921405440,2200,12352,-1,0,577,-1,0,884
599397015,0,0,0,-1,0,6,-1,0,18
190705832,24502511843,4,4,-1,0,0,-1,0,0
546406104,188297582206926848,133,133,-1,0,133,-1,0,68
534249087,183146123119181825,7,7,-1,0,0,-1,0,4
1689701665,381199304074874880,606,606,-1,0,337,-1,0,814
2576851747,479610757487681536,99,99,-1,0,80,-1,0,285
2427501929,0,0,0,-1,0,0,-1,0,0
1047935815,285385905764720640,48,48,-1,0,9,-1,0,72
2790233477,516657234869485570,5,5,-1,0,1,-1,0,1
2439060162,0,0,0,-1,0,1,-1,0,4
428347223,160366122749796352,1,1,-1,0,2,-1,0,37
2244686394,411645177732669440,1,1,-1,0,2,-1,0,39
122357794,0,0,0,-1,0,2,-1,0,2
147308023,14576071277,85,85,-1,0,45,-1,0,144
437029671,199810534659465217,15,15,-1,0,6,-1,0,89
2610064755,741856810148212737,2,2,-1,0,0,-1,0,1
2935127062,546627264340033536,1,1,-1,0,0,-1,0,0
397056325,0,0,0,-1,0,3,-1,0,7
2241449812,0,0,0,-1,0,0,-1,0,4
1476485821,341077953297412096,9,9,-1,0,1,-1,0,6
2240485069,413646595373023233,21,21,-1,0,2,-1,0,3
533255784,0,0,0,-1,0,0,-1,0,0
2945160332,554999480701820928,6,6,-1,0,0,-1,0,0
532877108,0,0,0,-1,0,0,-1,0,9
465536322,163431408013033473,281,281,-1,0,12,-1,0,129
2898116686,552187856249057281,11,11,-1,0,0,-1,0,8
1656191660,0,0,0,-1,0,0,-1,0,0
1364722950,325499535361208321,180,180,-1,0,46,-1,0,554
609082769,0,0,0,-1,0,0,-1,0,1
920196085,0,0,0,-1,0,0,-1,0,1
1304012508,0,0,0,-1,0,0,-1,0,22
2352271317,0,0,0,-1,0,0,-1,0,5
539649693,185198278021890049,54,54,-1,0,29,-1,0,34
44516536,261652853007978497,2,2,-1,0,0,-1,0,0
588458625,0,0,0,-1,0,0,-1,0,0
33228800,1558612068,6,6,-1,0,9,-1,0,15
1906021369,476741273395945472,61,61,-1,0,121,-1,0,0
1510985774,344881027367444480,210,210,-1,0,610,-1,0,2096
170486315,19458031075,16,16,-1,0,153,-1,0,51
1150676180,504071789371072512,102,102,-1,0,4,-1,0,71
1521049346,346298448766701570,10,10,-1,0,0,-1,0,6
1649884802,582927013515649024,1,1,-1,0,1,-1,0,0
1565651461,0,0,0,-1,0,5,-1,0,0
819984842,0,0,0,-1,0,2,-1,0,11
1420696112,421418086571331584,11,11,-1,0,0,-1,0,58
130398755,0,0,0,-1,0,1,-1,0,0
2999155476,0,0,0,-1,0,2,-1,0,6
421924737,0,0,0,-1,0,2,-1,0,0
2171252481,398183825064591360,1,1,-1,0,0,-1,0,18
2582802502,474481240519610368,41,41,-1,0,12,-1,0,74
145715752,441646232297934848,2200,3372,-1,0,170,-1,0,571
2762292435,508007743484350464,6,6,-1,0,3,-1,0,48
626625667,220635318754361344,101,101,-1,0,38,-1,0,6
1087825225,0,0,0,-1,0,0,-1,0,2
2760737733,509114680015859713,1,1,-1,0,4,-1,0,5
1641620496,363477068102631425,1,1,-1,0,1,-1,0,4
1965092060,391552662014922752,23,23,-1,0,2,-1,0,33
1107192589,0,0,0,-1,0,3,-1,0,21
1262235294,0,0,0,-1,0,0,-1,0,0
105616281,0,0,0,-1,0,0,-1,0,19
2576997559,483413184305324032,17,17,-1,0,21,-1,0,56
2435814288,455530949611360257,14,14,-1,0,3,-1,0,11
919417212,282624501961875456,2,2,-1,0,69,-1,0,253
1529417953,421425041582989312,10,10,-1,0,0,-1,0,27
2257634425,1108742030643990529,2200,3934,-1,0,118,-1,0,108
494250286,0,0,0,-1,0,0,-1,0,0
2815106612,512635094687694848,4,4,-1,0,19,-1,0,33
2245269993,0,0,0,-1,0,0,-1,0,0
452971154,0,0,0,-1,0,0,-1,0,0
182777477,0,0,0,-1,0,0,-1,0,0
146922413,14508724697,1,1,-1,0,14,-1,0,0
343360803,0,0,0,-1,0,0,-1,0,0
361789709,0,0,0,-1,0,0,-1,0,0
993728448,0,0,0,-1,0,8,-1,0,8
2815159305,0,0,0,-1,0,1,-1,0,1
1690619816,423510427838849024,2,2,-1,0,1,-1,0,92
135908884,0,0,0,-1,0,0,-1,0,0
400607343,0,0,0,-1,0,0,-1,0,19
1040283536,0,0,0,-1,0,0,-1,0,5
297936676,69560012107825152,720,720,-1,0,56,-1,0,20
2782606368,506131025874128896,8,8,-1,0,3,-1,0,10
563550339,0,0,0,-1,0,1,-1,0,1
1643639449,364040884200816640,1,1,-1,0,0,-1,0,2
2305772562,426173305121300480,74,74,-1,0,20,-1,0,31
1194677892,0,0,0,-1,0,0,-1,0,0
1463744328,0,0,0,-1,0,0,-1,0,0
286558683,64173596574105602,1,1,-1,0,5,-1,0,1
1058515070,286908394227511296,592,592,-1,0,92,-1,0,0
1929430225,0,0,0,-1,0,0,-1,0,2
1435057051,0,0,0,-1,0,0,-1,0,0
86578997,0,0,0,-1,0,0,-1,0,0
2926105273,0,0,0,-1,0,0,-1,0,0
448141183,152315815914520576,2,2,-1,0,2,-1,0,21
1963163276,390181976574947328,1,1,-1,0,0,-1,0,0
610111393,0,0,0,-1,0,0,-1,0,2
709521414,226858644849979392,3,3,-1,0,2,-1,0,54
2378312562,0,0,0,-1,0,1,-1,0,6
2351635588,438120861510688768,2,2,-1,0,9,-1,0,16
223089355,11371755155226624,7,7,-1,0,51,-1,0,199
76408571,4295014002,246,246,-1,0,88,-1,0,0
87570747,24626142176,45,45,-1,0,20,-1,0,36
1310847846,0,0,0,-1,0,0,-1,0,0
871737986,0,0,0,-1,0,0,-1,0,0
1444137686,341216699250515969,6,6,-1,0,5,-1,0,137
165070531,1290314126929977345,2200,18570,-1,0,147,-1,0,486
2343509970,0,0,0,-1,0,0,-1,0,1
530046756,181916385880965122,24,24,-1,0,0,-1,0,2
1455566490,0,0,0,-1,0,0,-1,0,0
344315671,0,0,0,-1,0,1,-1,0,1
132638508,0,0,0,-1,0,0,-1,0,0
2829523682,0,0,0,-1,0,0,-1,0,36
2851637983,521590812313157632,319,319,-1,0,640,-1,0,1321
2738422136,500833272557862913,15,15,-1,0,1,-1,0,24
347213068,157547947666579457,2200,2242,-1,0,227,-1,0,448
292184543,468857781173620736,102,102,-1,0,46,-1,0,204
118444826,0,0,0,-1,0,3,-1,0,0
433047722,145332990908694528,10,10,-1,0,0,-1,0,4
2889536710,664740456312520704,1,1,-1,0,0,-1,0,1
264821104,0,0,0,-1,0,0,-1,0,0
199110567,26511660717,279,279,-1,0,3,-1,0,0
2369394235,453228475009466368,1,1,-1,0,0,-1,0,9
102647993,21563672877,38,38,-1,0,26,-1,0,20
2556672481,476450065796440064,538,538,-1,0,153,-1,0,302
308361133,418329026768289792,9,9,-1,0,12,-1,0,52
2738930911,547023897581740032,2,2,-1,0,27,-1,0,26
2149765144,431181744210198528,1,1,-1,0,0,-1,0,1
2513424296,489619335095136256,5,5,-1,0,1,-1,0,1
561934890,316793426588860416,434,434,-1,0,191,-1,0,152
487390367,168071428783091713,1,1,-1,0,0,-1,0,0
1188775454,303076913071656960,199,199,-1,0,1038,-1,0,893
2168740571,465236655474216961,384,384,-1,0,15,-1,0,72
864632208,254566135528316930,5,5,-1,0,3,-1,0,6
2420321024,452015564047671296,1,1,-1,0,0,-1,0,1
2559537181,0,0,0,-1,0,2,-1,0,2
2301709876,0,0,0,-1,0,0,-1,0,4
1225077054,0,0,0,-1,0,1,-1,0,4
211548680,0,0,0,-1,0,1,-1,0,0
1251764749,0,0,0,-1,0,11,-1,0,3
2234323206,1136122677666541568,2200,5845,-1,0,38,-1,0,222
93473804,1140406728946671617,2,2,-1,0,0,-1,0,3
2908039661,0,0,0,-1,0,0,-1,0,32
1626083034,0,0,0,-1,0,0,-1,0,15
612908969,0,0,0,-1,0,1,-1,0,14
44418897,2019363508,2,2,-1,0,2,-1,0,1
2484259743,455716896567218176,4,4,-1,0,0,-1,0,2
2210426903,408951346629316608,2,2,-1,0,0,-1,0,1
2462406974,0,0,0,-1,0,5,-1,0,48
