id,followers_cursor,followers_pulled,followers_count,following_cursor,following_pulled,following_count
823509727,0,17,17,0,41,41
1418067878,0,6,6,0,24,24
336566851,0,4,4,0,4,4
2766648418,-1,0,0,-1,0,0
779088882,0,1,1,-1,0,0
2306406000,0,9,9,0,218,218
1963405903,-1,0,0,-1,0,0
466809710,0,2,2,0,13,13
2958543277,0,2,2,0,40,40
2460740661,-1,0,0,0,8,8
77561766,-1,0,0,0,2,2
1101444079,-1,0,0,-1,0,0
1275606758,-1,0,0,-1,0,0
1359670910,0,1,1,0,4,4
1111175712,-1,0,0,-1,0,0
1629008868,-1,0,0,0,1,1
1509932953,0,8,8,0,22,22
379014080,-1,0,0,0,3,3
2453550798,-1,0,0,-1,0,0
262141360,0,23,23,0,42,42
2610684799,0,24,24,0,96,96
1401997693,0,1,1,0,16,16
2816343002,0,7,7,0,37,37
1637296741,0,12,12,0,32,32
389509750,0,100,100,0,283,283
564870700,0,3,3,-1,0,0
835284932,-1,0,0,-1,0,0
2788570141,-1,0,0,0,36,36
156977228,-1,0,0,-1,0,0
569010167,-1,0,0,0,9,9
1598166786,0,55,55,0,48,48
2841244545,0,9,9,0,51,51
1385023050,-1,0,0,0,3,3
290317570,-1,0,0,0,2,2
329687866,0,59,59,0,5,5
325217854,0,1,1,0,2,2
82215348,-1,0,0,-1,0,0
994111638,-1,0,0,0,3,3
234358781,-1,0,0,-1,0,0
1594894922,-1,0,0,-1,0,0
157243928,-1,0,0,-1,0,0
278210562,0,1,1,0,2,2
2376429869,-1,0,0,-1,0,0
2963635366,0,22,22,0,54,54
256450635,-1,0,0,-1,0,0
841659510,-1,0,0,-1,0,0
961936573,-1,0,0,-1,0,0
1326877994,-1,0,0,0,1,1
993769699,0,1,1,0,13,13
1078667490,-1,0,0,0,2,2
1893442002,-1,0,0,-1,0,0
241926485,0,198,198,0,364,364
2609504754,-1,0,0,0,1,1
2471188334,-1,0,0,0,49,49
2982281722,0,4,4,0,131,131
2934248271,-1,0,0,0,66,66
312881388,-1,0,0,-1,0,0
1280197057,0,1,1,0,21,21
2591744738,0,9,9,0,4,4
1136606106,0,106,106,0,187,187
335271289,0,168,168,0,745,745
1464339469,0,8,8,0,30,30
6715202,0,4976,4976,1303694168556003819,5458,5458
391148878,-1,0,0,-1,0,0
39448509,0,7,7,0,1,1
551446095,0,1,1,0,1,1
2201868052,-1,0,0,0,2,2
363714559,0,36,36,0,252,252
2926150677,0,3,3,0,1,1
111611004,-1,0,0,0,1,1
2916568687,-1,0,0,0,6,6
1331520409,0,11,11,0,55,55
2717741835,-1,0,0,-1,0,0
1834049724,0,1,1,-1,0,0
65514628,0,4,4,0,21,21
901368342,0,1,1,0,13,13
1644945656,0,4,4,0,33,33
270263551,0,10,10,-1,0,0
397165180,0,52,52,0,9,9
2559420190,-1,0,0,-1,0,0
1633230848,0,16,16,0,50,50
2592611609,0,279,279,0,381,381
2170264947,-1,0,0,-1,0,0
2439482934,1465749754952255802,394,394,0,485,485
2791893672,0,2,2,0,16,16
38369595,0,4,4,0,3,3
2243871212,0,7,7,0,41,41
752015419,0,15,15,0,78,78
1924132776,0,1,1,0,20,20
543743852,0,2,2,0,1,1
215989834,0,475,475,0,1296,1296
1219905073,-1,0,0,-1,0,0
635445298,-1,0,0,0,4,4
2305631532,0,21,21,0,112,112
572175909,0,1,1,0,38,38
191937167,-1,0,0,0,2,2
584171990,0,3,3,0,83,83
2601405216,0,2,2,0,19,19
1166200129,-1,0,0,0,2,2
364409295,-1,0,0,-1,0,0
1335334386,0,48,48,0,157,157
22276914,1298441890169588338,176,176,1366665554393584688,1704,1704
376204807,-1,0,0,0,16,16
52177058,1327840902914628342,441,441,0,914,914
296974257,0,3,3,0,20,20
195314714,0,14,14,0,60,60
1464214166,-1,0,0,0,3,3
2477044868,-1,0,0,-1,0,0
229679933,0,1,1,0,4,4
2723859211,0,49,49,0,263,263
2709709489,0,2148,2148,1475614596617244215,363,363
425660142,0,2,2,0,4,4
2667993820,-1,0,0,0,24,24
843456570,0,15,15,0,3,3
2264797037,0,544,544,0,384,384
175790644,0,1,1,0,2,2
2901828445,-1,0,0,-1,0,0
2260233792,-1,0,0,0,3,3
475584528,0,3,3,-1,0,0
590622020,0,6,6,0,124,124
1320273151,0,26,26,0,111,111
924067740,-1,0,0,-1,0,0
400452371,-1,0,0,0,2,2
135433924,-1,0,0,-1,0,0
873565422,0,1,1,0,47,47
721160745,-1,0,0,-1,0,0
186545635,-1,0,0,-1,0,0
302876884,0,1,1,-1,0,0
2601717884,1509548425706738424,22,22,0,105,105
227460808,0,107,107,0,250,250
1656141486,0,1,1,0,6,6
2925576808,-1,0,0,-1,0,0
710192461,0,12,12,0,57,57
1180082718,0,85,85,0,615,615
2264057859,0,1,1,-1,0,0
482130147,-1,0,0,-1,0,0
2740352942,-1,0,0,0,4,4
2254709844,-1,0,0,0,9,9
2236311936,-1,0,0,-1,0,0
2159264511,-1,0,0,0,2,2
149062796,0,2,2,0,1,1
2261486960,0,1,1,0,7,7
2490867361,0,7,7,-1,0,0
275385979,-1,0,0,-1,0,0
2160949163,-1,0,0,0,5,5
265225799,-1,0,0,-1,0,0
248183973,0,25,25,0,33,33
259895828,0,1,1,0,3,3
2937100752,-1,0,0,0,12,12
189205853,0,154,154,0,39,39
55558792,0,1,1,-1,0,0
220099114,0,1,1,0,1,1
2463924186,0,21,21,0,42,42
1154712798,-1,0,0,-1,0,0
1918039290,-1,0,0,-1,0,0
140883253,0,5,5,0,51,51
293786085,-1,0,0,-1,0,0
1607688198,0,1,1,0,9,9
1338837097,0,2,2,0,6,6
945207439,-1,0,0,0,9,9
2341657440,-1,0,0,-1,0,0
2367882805,0,1,1,0,95,95
2527818078,0,3,3,0,62,62
526165058,-1,0,0,0,2,2
519575287,0,7,7,0,13,13
2572807573,0,156,156,0,257,257
2508410389,0,2,2,0,8,8
2784156223,0,3,3,0,76,76
1219690286,-1,0,0,-1,0,0
481106375,-1,0,0,-1,0,0
2268135543,0,2,2,0,1,1
2210884018,-1,0,0,-1,0,0
1139904062,0,1,1,0,14,14
1184543833,0,6,6,-1,0,0
1008008600,0,1,1,0,1,1
2391006147,-1,0,0,0,1,1
289260735,-1,0,0,-1,0,0
2974744659,-1,0,0,-1,0,0
877504855,-1,0,0,-1,0,0
2764963508,0,2,2,0,2,2
2175791825,0,1,1,0,5,5
2783313240,-1,0,0,0,1,1
2890734277,0,8,8,0,222,222
108512373,0,2,2,0,1,1
926730074,-1,0,0,0,2,2
1489719823,0,1,1,-1,0,0
2494249362,0,2,2,0,15,15
1218868580,-1,0,0,-1,0,0
2839485515,0,1,1,-1,0,0
783505537,0,43,43,0,236,236
2942232156,-1,0,0,0,2,2
1732391252,0,30,30,0,224,224
458822955,-1,0,0,0,34,34
2227096370,-1,0,0,-1,0,0
2167426278,0,2,2,0,51,51
558260060,0,18,18,0,122,122
2347446410,0,58,58,0,55,55
1703892631,0,55,55,0,37,37
225199355,0,577,577,0,884,884
599397015,0,6,6,0,18,18
190705832,-1,0,0,-1,0,0
546406104,0,133,133,0,68,68
534249087,-1,0,0,0,4,4
1689701665,0,337,337,0,814,814
2576851747,0,80,80,0,285,285
2427501929,-1,0,0,-1,0,0
1047935815,0,9,9,0,72,72
2790233477,0,1,1,0,1,1
2439060162,0,1,1,0,4,4
428347223,0,2,2,0,37,37
2244686394,0,2,2,0,39,39
122357794,0,2,2,0,2,2
147308023,0,45,45,0,144,144
437029671,0,6,6,0,89,89
2610064755,-1,0,0,0,1,1
2935127062,-1,0,0,-1,0,0
397056325,0,3,3,0,7,7
2241449812,-1,0,0,0,4,4
1476485821,0,1,1,0,6,6
2240485069,0,2,2,0,3,3
533255784,-1,0,0,-1,0,0
2945160332,-1,0,0,-1,0,0
532877108,-1,0,0,0,9,9
465536322,0,12,12,0,129,129
2898116686,-1,0,0,0,8,8
1656191660,-1,0,0,-1,0,0
1364722950,0,46,46,1432760491197689151,554,554
609082769,-1,0,0,0,1,1
920196085,-1,0,0,0,1,1
1304012508,-1,0,0,0,22,22
2352271317,-1,0,0,0,5,5
539649693,0,29,29,0,34,34
44516536,-1,0,0,-1,0,0
588458625,-1,0,0,-1,0,0
33228800,0,9,9,0,15,15
1906021369,0,121,121,-1,0,0
1510985774,0,610,610,0,2096,2096
170486315,0,153,153,0,51,51
1150676180,0,4,4,0,71,71
1521049346,-1,0,0,0,6,6
1649884802,0,1,1,-1,0,0
1565651461,0,5,5,-1,0,0
819984842,0,2,2,0,11,11
1420696112,-1,0,0,0,58,58
130398755,0,1,1,-1,0,0
2999155476,0,2,2,0,6,6
421924737,0,2,2,-1,0,0
2171252481,-1,0,0,0,18,18
2582802502,0,12,12,0,74,74
145715752,0,170,170,0,571,571
2762292435,0,3,3,0,48,48
626625667,0,38,38,0,6,6
1087825225,-1,0,0,0,2,2
2760737733,0,4,4,0,5,5
1641620496,0,1,1,0,4,4
1965092060,0,2,2,0,33,33
1107192589,0,3,3,0,21,21
1262235294,-1,0,0,-1,0,0
105616281,-1,0,0,0,19,19
2576997559,0,21,21,0,56,56
2435814288,0,3,3,0,11,11
919417212,0,69,69,0,253,253
1529417953,-1,0,0,0,27,27
2257634425,0,118,118,0,108,108
494250286,-1,0,0,-1,0,0
2815106612,0,19,19,0,33,33
2245269993,-1,0,0,-1,0,0
452971154,-1,0,0,-1,0,0
182777477,-1,0,0,-1,0,0
146922413,0,14,14,-1,0,0
343360803,-1,0,0,-1,0,0
361789709,-1,0,0,-1,0,0
993728448,0,8,8,0,8,8
2815159305,0,1,1,0,1,1
1690619816,0,1,1,0,92,92
135908884,-1,0,0,-1,0,0
400607343,-1,0,0,0,19,19
1040283536,-1,0,0,0,5,5
297936676,0,56,56,0,20,20
2782606368,0,3,3,0,10,10
563550339,0,1,1,0,1,1
1643639449,-1,0,0,0,2,2
2305772562,0,20,20,0,31,31
1194677892,-1,0,0,-1,0,0
1463744328,-1,0,0,-1,0,0
286558683,0,5,5,0,1,1
1058515070,0,92,92,-1,0,0
1929430225,-1,0,0,0,2,2
1435057051,-1,0,0,-1,0,0
86578997,-1,0,0,-1,0,0
2926105273,-1,0,0,-1,0,0
448141183,0,2,2,0,21,21
1963163276,-1,0,0,-1,0,0
610111393,-1,0,0,0,2,2
709521414,0,2,2,0,54,54
2378312562,0,1,1,0,6,6
2351635588,0,9,9,0,16,16
223089355,0,51,51,0,199,199
76408571,0,88,88,-1,0,0
87570747,0,20,20,0,36,36
1310847846,-1,0,0,-1,0,0
871737986,-1,0,0,-1,0,0
1444137686,0,5,5,0,137,137
165070531,0,147,147,0,486,486
2343509970,-1,0,0,0,1,1
530046756,-1,0,0,0,2,2
1455566490,-1,0,0,-1,0,0
344315671,0,1,1,0,1,1
132638508,-1,0,0,-1,0,0
2829523682,-1,0,0,0,36,36
2851637983,0,640,640,0,1321,1321
2738422136,0,1,1,0,24,24
347213068,0,227,227,0,448,448
292184543,0,46,46,0,204,204
118444826,0,3,3,-1,0,0
433047722,-1,0,0,0,4,4
2889536710,-1,0,0,0,1,1
264821104,-1,0,0,-1,0,0
199110567,0,3,3,-1,0,0
2369394235,-1,0,0,0,9,9
102647993,0,26,26,0,20,20
2556672481,0,153,153,0,302,302
308361133,0,12,12,0,52,52
2738930911,0,27,27,0,26,26
2149765144,-1,0,0,0,1,1
2513424296,0,1,1,0,1,1
561934890,0,191,191,0,152,152
487390367,-1,0,0,-1,0,0
1188775454,0,1038,1038,1427210860794109615,893,893
2168740571,0,15,15,0,72,72
864632208,0,3,3,0,6,6
2420321024,-1,0,0,0,1,1
2559537181,0,2,2,0,2,2
2301709876,-1,0,0,0,4,4
1225077054,0,1,1,0,4,4
211548680,0,1,1,-1,0,0
1251764749,0,11,11,0,3,3
2234323206,0,38,38,0,222,222
93473804,-1,0,0,0,3,3
2908039661,-1,0,0,0,32,32
1626083034,-1,0,0,0,15,15
612908969,0,1,1,0,14,14
44418897,0,2,2,0,1,1
2484259743,-1,0,0,0,2,2
2210426903,-1,0,0,0,1,1
2462406974,0,5,5,0,48,48
1070171040,-1,0,0,0,5,5
259219165,-1,0,0,0,2,2
198979025,0,506,506,0,2068,2068
84141611,-1,0,0,0,8,8
1385038514,0,3,3,0,8,8
128326472,0,3,3,0,3,3
2596987370,-1,0,0,-1,0,0
2578199252,-1,0,0,-1,0,0
100499513,0,2,2,0,3,3
609453880,0,15,15,0,30,30
1025744574,-1,0,0,0,13,13
2888716178,0,56,56,0,157,157
585838203,-1,0,0,0,1,1
272985979,-1,0,0,-1,0,0
1153227272,0,5,5,0,26,26
516858858,0,966,966,0,510,510
1565870690,-1,0,0,0,1,1
357962717,0,138,138,0,167,167
65178069,0,1,1,0,5,5
290372133,-1,0,0,-1,0,0
482472641,0,6,6,0,15,15
352929914,-1,0,0,-1,0,0
2322857106,-1,0,0,0,3,3
2397773490,0,1,1,0,25,25
2310474146,0,1,1,0,13,13
1186097240,0,3,3,0,8,8
1895838086,0,25,25,0,117,117
2968979301,-1,0,0,0,5,5
2535302305,0,6,6,0,40,40
442663718,-1,0,0,0,1,1
755458854,-1,0,0,0,10,10
390988254,-1,0,0,-1,0,0
161179777,0,7,7,0,40,40
29402024,1301306410009403224,669,669,0,689,689
929834798,0,4,4,-1,0,0
113647065,0,1,1,0,3,3
913319960,-1,0,0,-1,0,0
2490135650,-1,0,0,-1,0,0
309453941,-1,0,0,-1,0,0
169606487,0,17,17,-1,0,0
377651641,0,2,2,0,7,7
1007200291,-1,0,0,0,1,1
334766069,0,1,1,-1,0,0
1683497720,-1,0,0,0,10,10
1720212014,-1,0,0,-1,0,0
516546388,-1,0,0,-1,0,0
2984078463,0,1,1,0,11,11
501593271,0,13,13,0,28,28
2715911565,-1,0,0,0,1,1
558119387,-1,0,0,-1,0,0
326199207,0,4446,4446,0,346,346
301227579,-1,0,0,0,117,117
1029396727,-1,0,0,0,40,40
983101645,0,4,4,-1,0,0
1953668466,0,103,103,0,1230,1230
43173210,0,6,6,0,4,4
120631607,0,22,22,-1,0,0
22243751,-1,0,0,-1,0,0
119986449,0,22,22,0,17,17
626371961,-1,0,0,-1,0,0
1892093323,-1,0,0,0,14,14
815209382,-1,0,0,-1,0,0
1639396891,-1,0,0,0,2,2
909579306,-1,0,0,0,3,3
136322227,-1,0,0,-1,0,0
383695631,0,98,98,0,41,41
1186679305,0,10,10,0,4,4
2246265828,0,70,70,0,208,208
1416046724,0,1,1,0,27,27
417602481,-1,0,0,-1,0,0
2870374667,0,30,30,0,240,240
2770637401,-1,0,0,-1,0,0
113625913,-1,0,0,-1,0,0
981672308,-1,0,0,0,12,12
526434132,0,1,1,-1,0,0
574622010,-1,0,0,0,18,18
2667088730,0,1173,1173,0,839,839
759670502,0,9,9,0,23,23
826919089,0,1,1,0,4,4
1266924818,0,1255,1255,0,953,953
567136302,-1,0,0,-1,0,0
2154145589,0,4,4,0,14,14
1969655130,0,400,400,1449274572191533745,1834,1834
471558473,0,14,14,0,84,84
2842802429,-1,0,0,0,33,33
2408771325,-1,0,0,0,1,1
145520593,0,1,1,0,2,2
2479948058,0,5,5,0,11,11
290712377,0,49,49,0,139,139
242557052,0,3,3,0,11,11
502319444,0,8,8,0,49,49
2370756492,0,9,9,0,16,16
134477100,0,7,7,0,49,49
1626834505,-1,0,0,-1,0,0
2970951710,-1,0,0,-1,0,0
2754758292,0,6,6,0,8,8
2792876797,0,3239,3239,1478454205584308448,3850,3850
184548977,0,13,13,0,14,14
2369097499,-1,0,0,-1,0,0
280884958,0,2,2,0,15,15
950824058,-1,0,0,-1,0,0
496096398,-1,0,0,-1,0,0
2407895298,0,35,35,0,114,114
459185629,-1,0,0,0,1,1
1750426261,-1,0,0,-1,0,0
24095080,0,799,799,0,1164,1164
815581982,-1,0,0,-1,0,0
480495673,0,6,6,-1,0,0
41876168,0,2,2,0,7,7
1626130698,0,5,5,0,8,8
68243850,0,1,1,-1,0,0
298714601,0,2,2,-1,0,0
25115698,0,6,6,0,2,2
105510379,0,46,46,0,63,63
825615626,0,2,2,0,23,23
771708702,0,3,3,0,14,14
879161108,1444595844896298359,358,358,0,342,342
259200501,-1,0,0,0,12,12
14628510,0,7,7,0,1,1
816896226,0,18,18,1412797660171893019,97,97
388821730,0,1,1,0,6,6
1957006303,0,1837,1837,0,903,903
2761724141,-1,0,0,0,7,7
486848190,-1,0,0,-1,0,0
2532568379,-1,0,0,0,1,1
749921953,0,11,11,0,177,177
2698105838,-1,0,0,-1,0,0
2468525499,-1,0,0,0,10,10
1258093369,-1,0,0,0,11,11
570073759,-1,0,0,-1,0,0
1053144536,0,32,32,-1,0,0
2991899603,-1,0,0,-1,0,0
2267517141,-1,0,0,-1,0,0
1700265259,0,18,18,0,26,26
326528680,0,5,5,0,70,70
329290518,0,11,11,0,29,29
258097478,0,54,54,1361852937730203319,194,194
1185190945,-1,0,0,-1,0,0
1312201482,-1,0,0,-1,0,0
859376256,-1,0,0,-1,0,0
2619591002,-1,0,0,-1,0,0
443053585,-1,0,0,0,2,2
2364120638,-1,0,0,-1,0,0
144095664,0,5,5,0,1,1
2282627658,0,333,333,0,304,304
2537817985,-1,0,0,-1,0,0
415699858,0,1,1,0,10,10
2856321538,0,21,21,1483643207977026039,46,46
1313998170,0,3,3,-1,0,0
1359120055,-1,0,0,0,6,6
163568329,0,22,22,0,5,5
2697458677,0,10,10,0,8,8
847008290,-1,0,0,0,2,2
60966071,0,1,1,-1,0,0
1295195900,1430404960839131552,79,79,0,169,169
2529591517,0,1,1,-1,0,0
984713353,-1,0,0,0,7,7
2358795553,-1,0,0,0,1,1
307101017,0,5,5,0,107,107
469131269,0,1,1,-1,0,0
1049588942,0,4,4,0,1,1
2282405601,-1,0,0,0,5,5
25684703,0,26,26,0,32,32
361617832,0,25,25,0,18,18
1668222169,0,35,35,0,181,181
2911238439,0,2,2,0,3,3
221777142,0,60,60,-1,0,0
1490209513,0,6,6,0,57,57
90781043,0,1,1,0,21,21
484344604,-1,0,0,-1,0,0
1468717340,0,1,1,0,13,13
2164747496,0,102,102,0,206,206
32560992,0,1,1,-1,0,0
2783445650,0,1,1,0,36,36
1297483604,0,28,28,0,149,149
539409753,0,31,31,0,446,446
423718701,-1,0,0,-1,0,0
243631498,0,3,3,-1,0,0
90665079,0,1,1,-1,0,0
295520494,0,2,2,0,2,2
2259416204,0,1,1,0,33,33
42375383,0,11,11,0,2,2
1328094192,-1,0,0,0,9,9
2985844497,0,3,3,-1,0,0
95102265,-1,0,0,-1,0,0
164426771,-1,0,0,0,2,2
104179738,0,1,1,0,4,4
461963335,0,74,74,0,85,85
258800790,0,7,7,0,9,9
970759676,0,2,2,0,14,14
820390663,-1,0,0,-1,0,0
1274049362,0,926,926,0,395,395
2505689381,-1,0,0,0,3,3
458048012,0,1,1,0,16,16
2512760617,-1,0,0,-1,0,0
2754060808,-1,0,0,-1,0,0
2399073194,0,1,1,0,19,19
2476691376,-1,0,0,-1,0,0
376418497,0,3,3,0,1,1
101648271,0,5,5,0,3,3
854432065,0,21,21,0,176,176
423698562,0,2,2,-1,0,0
245654414,0,112,112,1359517636466185606,940,940
1879468412,0,30,30,0,22,22
611062185,-1,0,0,0,1,1
2163714969,-1,0,0,-1,0,0
708511930,0,5,5,0,17,17
1376050808,-1,0,0,-1,0,0
547815927,0,49,49,0,139,139
736612304,-1,0,0,-1,0,0
118736354,0,1,1,0,5,5
887705484,-1,0,0,-1,0,0
333340098,-1,0,0,-1,0,0
2830849704,-1,0,0,-1,0,0
508437455,-1,0,0,0,1,1
270473908,-1,0,0,0,1,1
2792335650,-1,0,0,0,1,1
2429738383,0,3,3,-1,0,0
2689079575,0,1,1,0,111,111
528248985,-1,0,0,-1,0,0
2888189737,-1,0,0,0,1,1
30603099,0,3,3,-1,0,0
1713625202,0,1,1,0,15,15
1132401828,-1,0,0,-1,0,0
225850259,0,1,1,-1,0,0
2832791686,0,1,1,0,5,5
1498765380,0,4,4,0,5,5
354288538,-1,0,0,-1,0,0
1479112327,0,3,3,0,20,20
413981667,1440170729705135594,109,109,1442152236185193856,218,218
335162480,-1,0,0,0,7,7
2422449706,0,5,5,0,40,40
327243917,0,3,3,-1,0,0
219597580,0,3,3,0,1,1
44823938,0,701,701,0,196,196
441008034,0,28,28,0,66,66
22209831,0,5,5,0,21,21
496280223,-1,0,0,-1,0,0
2911940558,0,5,5,0,5,5
44440038,0,4,4,-1,0,0
2953733087,0,11,11,0,12,12
786076363,0,2,2,0,10,10
1125582228,0,9,9,0,16,16
209169954,-1,0,0,-1,0,0
2148313309,-1,0,0,1449567694185660708,38,38
50370334,0,3,3,0,12,12
479330999,0,6,6,0,30,30
915332784,-1,0,0,-1,0,0
2572389535,-1,0,0,0,8,8
1209977382,0,19,19,0,23,23
2295089023,-1,0,0,0,3,3
2744311105,0,1,1,0,19,19
2837077870,0,308,308,0,426,426
1569351474,0,1,1,0,16,16
299908023,-1,0,0,-1,0,0
2650572357,-1,0,0,0,9,9
190613341,0,1,1,-1,0,0
1629849402,0,2,2,0,2,2
1523975492,-1,0,0,-1,0,0
1089990206,0,43,43,0,554,554
2559634304,0,4,4,0,107,107
927205892,-1,0,0,0,7,7
417426384,1386083175557124096,135,135,0,498,498
1238752573,-1,0,0,-1,0,0
1462608080,0,1,1,0,2,2
203754337,0,2,2,-1,0,0
276321764,-1,0,0,-1,0,0
538524937,0,5,5,0,1,1
54546550,0,4,4,0,2,2
617310574,0,1,1,0,8,8
2715600467,0,1,1,0,6,6
2742958938,0,5,5,-1,0,0
450301210,-1,0,0,-1,0,0
204040664,0,140,140,0,83,83
141587416,0,9,9,0,10,10
974695862,0,2,2,0,15,15
2187965221,0,1,1,0,5,5
1154648238,-1,0,0,-1,0,0
844180261,-1,0,0,0,2,2
1039409515,-1,0,0,0,13,13
380275674,0,244,244,0,342,342
316640881,0,3,3,0,19,19
