user_id,id,user_mentions
916964737,332497181275738113,
916964737,324145104581439488,
916964737,278579163311513600,
916964737,278578198088925185,
916964737,278577741551509505,
916964737,278272983359971329,
916964737,272847224520708096,
916964737,272847013509484545,
916964737,272842814600142849,
916964737,268710848720162816,
916964737,263651081614143491,
280240423,366021375711907841,
280240423,358626116833001473,
280240423,332577222768607232,
280240423,320649831691476993,14364617
280240423,319940389639426050,19235096
280240423,191973592639086593,35765232
280240423,135429166198824960,
280240423,118137927229378560,35765232
280240423,107894930105581568,286858046
280240423,82780435817566209,206681771
280240423,79388820432355328,52471614
280240423,77570445930536960,36152770
280240423,77568431364378626,206681771
280240423,77567033201528832,35765232
280240423,77566801105530880,35916900
280240423,75044346042400768,35765232
280240423,74496137335283714,40713101
280240423,73640447712563200,
280240423,73640294469476352,
280240423,73640168501936128,
280240423,73640078559285248,
280240423,73639994526412800,
280240423,73639932958224384,
280240423,73639878746849280,
280240423,73639816239136768,
280240423,73639637104599040,
280240423,73639559036026880,
280240423,73639445898870784,
280240423,73638533109256192,
280240423,73592377796870144,
280240423,61601108493209601,69023599
280240423,61596693522690048,
280240423,59078591866085376,41384170
280240423,59074409675243520,35765232
267636347,163096656299048960,279054652
267636347,163096372780871680,279054652
267636347,163095935856025601,279054652
267636347,89713019864621057,
267636347,89712683171061760,176781993;267636347
267636347,88042017988427776,
267636347,88036579637080065,
267636347,76835575369445376,
267636347,75875895021285376,
267636347,75856738385002496,100933028
267636347,75846788636090368,
267636347,75845441484365824,259253962
267636347,75845047270121472,100933028
267636347,75843154087116800,259253962
267636347,75842233680662528,
267636347,75838343501447169,104743717;126205249;2164239224;259253962;86919542;111590084
267636347,74867254323458049,
267636347,74034070929154048,176781993;267636347
267636347,74025228350664704,
267636347,72881092465655808,
267636347,72880603191705601,
267636347,72878664735408128,
267636347,72878148148146177,
267636347,72329760558153728,
267636347,72328420113137664,
267636347,72327744842760193,
267636347,72324722045620224,
267636347,72316808190885888,
267636347,72315025687183360,104743717;111590084;259253962;86919542;126205249;2164239224;161289385
267636347,72222131655671808,
267636347,72219354804125696,
267636347,72215304847114240,259620792;267636347
267636347,72214305096998912,
267636347,72145091615133696,
267636347,72143290937511936,
267636347,71981668864491520,
267636347,71980770062905344,
267636347,71979590893051904,
267636347,71978729173291011,
267636347,71977283119882241,
267636347,71974395832307713,
267636347,69267944097595393,
267636347,69267624634232832,267636347
267636347,69267345411018753,176781993
267636347,69267254302355456,176781993
267636347,69267162757476352,176781993
267636347,64397092411547648,
267636347,64195119452139520,
267636347,64193088452689921,176781993
267636347,64191756723425281,
267636347,64191565266026497,
267636347,63610070004539394,176781993
267636347,63607705654407168,
267636347,63604341751296000,
267636347,63601286792220674,
267636347,63601109905842177,
267636347,63576942447828992,
267636347,63139881387438081,
267636347,63139639036358656,
267636347,63139499215044608,
267636347,62858925166436352,
267636347,62856580886048768,176781993
267636347,62856396324089856,259620792
267636347,62856103062540288,176781993;126205249;182655287
267636347,62853543014563840,176781993;182655287
267636347,62852781819699200,
267636347,62851655145750530,176781993
267636347,51297110590623744,
267636347,51295479572602880,
267636347,51290471087095808,176781993;86919542
267636347,50067212475699200,
267636347,50067110830948352,86919542
267636347,50031836205809664,267636347
267636347,50031745218785281,111590084;267636347
267636347,49837609215729664,215615651
267636347,49822705213648897,176781993;267636347
267636347,49804643831791616,176781993;267636347
267636347,49796904887926784,2164239224
267636347,49795784610299904,
267636347,49728852758507520,111590084;267636347
267636347,49728740258889729,244121604;267636347;86919542;307140693;244121604;522763737;812064
267636347,49444045398867968,176781993
267636347,49441921441075200,522763737;267636347;86919542;307140693;244121604;522763737
267636347,49441797851709440,307140693;267636347;86919542;307140693;244121604;522763737;267956187
267636347,49436188452462592,86919542;307140693;244121604;522763737;259253962;111590084
267636347,49435716035424256,
267636347,49395743441690624,267636347
267636347,49337879146663939,182655287;267636347
267636347,49337533536018432,182655287
267636347,48976421133103104,
267636347,48974493846216704,164560022;267636347
267636347,48974278112182273,
267636347,48951642657259520,
267636347,48951152896782336,176781993
267636347,48949582343835648,
267636347,48949144953425920,164560022
267636347,48948966284468224,
267636347,48948866342596608,176781993
267636347,48948754535038976,
267636347,48885521115648000,182655287
267636347,48884592194760705,
267636347,48748396957274112,176781993
267636347,48748154933346304,
267636347,48747345550118912,267636347
267636347,48745430347022336,422561571;176781993;86919542
267636347,48743484479381504,
267636347,48741051632058369,
267636347,48739530513186816,
267636347,48734497461645312,
267636347,48734167483158528,
267636347,48733948519530496,
267636347,48716250855116801,75807390;176781993;267636347
267636347,48671630901248000,
267636347,48633275727622144,
267636347,48632473571180544,
