id,timeline_lowest_id,timeline_tweets_pulled,tweet_count
750164550,234062004837560320,13,13
436813861,245303416795054081,3200,5624
2314181091,489765784345120768,1,1
1027959378,283086845133348864,1,1
95060753,27375838165,988,988
2524603230,470865790690811904,44,44
1283573215,314399363180949504,1,1
113047907,8904120191,168,168
1018700892,289944738528911360,1,1
56215919,2604980755,158,158
715982670,344203667899039744,228,228
2917987430,649369428929347584,11,11
465875989,159015275826642945,53,53
2494411128,521686672665497602,1,1
2202783108,402728593454661632,3,3
78512568,4489756348,2,2
537689588,265663885078560768,3,3
900304970,260801133537288192,2,2
459039591,156278072121892864,247,247
2648549734,482873861382610945,7,7
2749578763,507870477931393024,1,1
1175873629,301727381721333760,16,16
1017938124,280728625521758209,1,1
241567416,32789526392872960,1054,1054
187166741,23058190931,1,1
2605742180,485468598542942209,200,200
2972822477,554280511775207424,1,1
459666435,156514001604460544,5,5
256338293,40327379276537856,11,11
1091764316,542799350003281920,3200,98370
336101508,301837893159235584,101,101
836436480,248908732052959233,24,24
552337438,190625076968833025,2,2
957229782,270489286695075840,3,3
2558609253,514092659817066498,1,1
291539448,76252248480555008,40,40
275140073,53520756075790336,11,11
419584359,186154068807385088,2,2
2725715873,496448773644488704,25,25
2863872994,530361742011158530,36,36
206565509,28479245422,1,1
2960475004,551777750206652416,464,464
2301664262,450440530888228864,11,11
360791682,106086196647698432,1,1
256765596,315903386337832961,1,1
320286599,128887621379309569,1742,1742
174936836,21979472214,328,328
857755765,253062135352012800,1,1
794727222,241652204862312448,5,5
313693760,78655956304658432,68,68
102003880,489797070983659520,216,216
366048880,148196579688452099,8,8
2967546778,683678921544609792,18,18
705368682,225992835743244288,20,20
143690339,13958651123,20,20
1517812970,616335003820011520,3200,47667
2741433022,500486054471016448,5,5
330607967,88725330579304449,2,2
472559516,161644433652203523,6,6
2865731964,524173205959753728,2,2
254550684,38975996438781953,174,174
2973964015,562595745950212098,4,4
352184207,101202965607612416,1,1
1461656767,339196929483362305,229,229
2180497473,400921245791055872,4,4
388029994,367023720847511553,96,96
53663461,2468809393,1,1
408771104,134385682247467008,964,964
1018460977,280821393598337024,4,4
1685449393,369785322126602240,44,44
914276334,264082922041114624,1,1
1373322091,326474973277478912,4,4
2888286120,608562520152903680,5,5
1548042894,588564455174250496,1,1
559879184,251448051472936960,2,2
383527685,120314611537936385,334,334
1104841962,292768841803636737,3,3
297877897,356343077025218560,10,10
426994664,143276051055910912,61,61
2724742642,492844334241165313,2,2
1027154017,926807210188869632,15,15
167854081,18782829500,109,109
411424043,135689630942113792,29,29
564856828,195957161409511424,2,2
549077783,189357984361619456,2,2
1656660943,365657015424528385,4,4
2724894379,498975644982579200,1,1
1651260487,364854203232944129,5,5
787620793,329323354962157568,2,2
2491854012,465934553823973376,1,1
631531140,222449476021927936,1,1
1394387118,401667126093545472,5,5
171148252,19590408721,1,1
588901024,205552531017965569,1,1
155965905,16239686497,7,7
2529275295,463085338203021313,5,5
492712198,304861461547728896,1,1
449877690,152423095389523968,1,1
1873338002,379745632518287361,2,2
2392957789,702577690985926657,3200,7249
2911544618,537836375643402240,1,1
341897122,95356866674167809,34,34
2893366884,530956039089180672,1,1
1022980758,472887183024881664,60,60
808030279,243899190630027265,2,2
2679868219,492850251254882306,1,1
1429017295,335107252115603456,75,75
1081672784,401084832073396224,4,4
282001188,58503136071000064,105,105
260715966,43657545310679040,1,1
2310417566,427131229368901632,1,1
2194961784,401119160786092032,1,1
92434244,6039445354,1,1
599517816,209948875786690560,303,303
819057420,247752655491977217,200,200
2387908248,455329257632178177,12,12
235670985,27077692889235456,48,48
593243582,245336102502801409,1,1
2467207790,460639969594191872,5,5
760398091,235883812582731776,1,1
2795737913,518742743917793281,157,157
490700220,560014843198312448,512,512
631104826,477217184553631744,5,5
412780226,136297156893093888,194,194
1694691830,378887912404054016,167,167
2516688369,1155489118308184065,9,9
1718872878,381002520270610434,1,1
322020928,83545388849704962,1,1
2226776003,416673633319522305,2,2
219786752,7956977976086528,3147,3147
1680151536,369442472344055809,69,69
2534910160,464349359208165377,14,14
2610150913,486195985480437760,3,3
317865290,144182069730349056,3044,3044
135748697,46764416984817664,88,88
609921171,326082928394256386,13,13
1538202042,348354985349742594,1,1
243123403,53842791335329792,6,6
95322708,12337713663,2855,2855
1285369166,1280076261998489602,1,1
594693802,207861483382648832,14,14
155735329,859197815435796480,4,4
214638892,2874489016680448,4,4
2544831601,474786332305149952,1,1
2437354333,454322683002368000,1501,1501
2410940944,444613866715357184,5,5
973054124,1141751191224778752,1,1
397506883,128559608120872960,3,3
28640054,4425902145,1,1
325367776,264513038374293506,3,3
156300081,210509146422910976,3,3
878623687,257218993113411584,6,6
428551671,143454817245859840,5,5
2710184032,488660226678484992,105,105
954183024,269886933247860736,3,3
1925090520,388331804920668160,5,5
163477479,533756186454425601,3200,16123
192061066,24814702156,10,10
295183470,67246324344565760,2,2
939466820,267310849331458048,8,8
301656166,167657233184866306,107,107
776573802,238734295286566912,3,3
155346707,16102931351,8,8
452680052,153687599100329984,1,1
2341785211,433921449695252480,4,4
371716460,112850985927442432,1,1
588203039,205259326963720193,1,1
875682656,256762037651255296,120,120
2329172445,432534423196930048,2,2
560448122,194117604607139840,2159,2159
1710764114,373161183500849152,68,68
67629756,13907814385,2,2
2815176202,519827523631595520,2,2
1028981942,282548137896316929,54,54
1244581381,374293221469618176,3200,5774
1609543525,359130541221625856,86,86
751227409,234574679208247297,3,3
106029463,189806840819879936,12,12
2909610876,551224068322504704,1,1
2481702381,1254903537919721472,3200,8878
847802904,267198676345176065,6,6
2430064916,480170855175958528,9,9
101451580,25007827064,352,352
30812574,203903541444751360,474,474
113691354,1186983385610084352,12,12
230850973,19153800212250624,1,1
1301018862,316290128656072704,5,5
242385648,1028078803044589568,3200,3698
479720939,164407336453156865,1,1
2826006291,521415112062955520,2,2
606986892,483120353493803008,2,2
2297495474,424460128281042944,2,2
805269757,243812011627126785,2,2
488290129,1198115436551794688,10,10
43471840,22229577265,161,161
2591828371,482594938581180418,1,1
776459622,410545782735900673,3200,4313
1891400149,381517520173563904,56,56
264203185,46217044743557120,1,1
307436362,393050347985326081,1,1
381094999,118762571326173184,51,51
1459893878,338749980766519296,2,2
588830246,205528592900304897,3,3
573503978,199448165420769280,1,1
1464704257,-1,3200,24685
734908092,231386123744714754,218,218
1275502580,313342574029045761,1,1
533854473,292854274533236738,3200,4474
1887333157,579933313315409920,3,3
354589158,103597402811936768,100,100
2200447470,404048367019233280,1,1
2939996826,569003708861644801,4,4
900220068,841849334442397700,1,1
2736365224,497872873475031040,1,1
341007103,94818311900114944,3,3
2407822793,444141666291970048,2,2
324685272,91214386563268608,7,7
507441950,174823488836743168,3,3
463613932,-1,17,17
602639566,214727352041734144,2,2
2764996829,519813775571300352,2,2
288634531,63123787587133440,1,1
417458238,138583472632627200,474,474
258255712,111058399915024384,91,91
2696852976,494995082458591232,1,1
1973760740,514615754772074497,1,1
1700709661,439510656635920384,151,151
177983363,22011688827,18,18
2929887424,545620209147850752,2,2
2841861216,518954394377674752,4,4
784469604,375509409537208320,7,7
269410391,49575774226882560,1,1
55591751,2569679729,1,1
1005251004,427731972127879168,73,73
996292152,472081806926176256,1,1
204219037,27717450337,8,8
2676368511,485466158938984448,1,1
2245925317,417520391280549888,1635,1635
