id,username,name,protected,withheld,verified,created_at,location,description,url,pinned_tweet_id,followers_count,following_count,tweet_count,listed_count,entities_url,entities_description
2315337690,shutter315mailr,shutter-315@mail.ru,False,,False,2014-01-28T11:19:38.000Z,,,,,0,0,0,0,,
129007523,biabiz,Beatriz,False,,False,2010-04-02T22:25:11.000Z,,,,,15,3,1,0,,
575831485,DanielaGrisale7,Daniela Grisales,False,,False,2012-05-10T01:30:56.000Z,,,,,0,6,0,0,,
32670411,girl51,grace freeman,False,,False,2009-04-17T23:54:26.000Z,,,,,3,20,1,0,,
290473066,1972mercedes,steve bests,False,,False,2011-04-30T10:09:22.000Z,,,,,2,1,0,0,,
410112779,rexnel1,Rex Nelson,False,,False,2011-11-11T17:13:38.000Z,,,,,0,0,0,0,,
555533734,FeralWatches,Feral Watches,False,,False,2012-04-17T00:20:46.000Z,"Boise, Idaho",Watches For The Wild,http://t.co/81oE5BB7qD,,311,112,1287,6,"{'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/81oE5BB7qD', 'expanded_url': 'http://www.feralwatches.com', 'display_url': 'feralwatches.com'}]}",
509055813,perry_vernetta,Vernetta Perry,False,,False,2012-02-29T17:37:40.000Z,,,,,0,22,2,0,,
2172324931,Polyanna2Silva,polyanna silva,False,,False,2013-11-03T15:15:44.000Z,cricuma,,,,1,16,0,0,,
2203768645,luu_tammy,Tammy Luu,False,,False,2013-11-19T21:12:18.000Z,,,,,1,10,0,0,,
1427008184,snibbs91,sean miller,False,,False,2013-05-14T04:33:25.000Z,,,,,4,12,155,0,,
293155545,28borjas,iveth beatriz borjas,False,,False,2011-05-04T21:15:17.000Z,,,,,3,2,2,0,,
441189239,wlswn97488,이진주,False,,False,2011-12-19T20:50:32.000Z,,,,,0,0,0,0,,
1588507856,mhgarcia2,Max,False,,False,2013-07-12T13:32:50.000Z,,,,,25,0,166,0,,
1271046680,NdesoBokee,Ndeso Bokee,False,,False,2013-03-16T00:26:28.000Z,,,,,0,4,0,0,,
513413949,Gabriel91753,Gabriel,False,,False,2012-03-03T17:46:48.000Z,,,,,5,0,0,0,,
140444702,9731650880,Vignesh kudtarkar,False,,False,2010-05-05T14:13:16.000Z,,,,,0,0,1,0,,
2826482433,jtalstein1,John Talstein,False,,False,2014-10-13T00:07:00.000Z,,,,,4,14,0,0,,
1673718824,Andersonracki,Anderson racki,False,,False,2013-08-15T17:46:38.000Z,,,,,0,0,0,0,,
275283416,estoycasado,henry villalva,False,,False,2011-04-01T00:14:11.000Z,,,,,2,1,0,0,,
1256677638,IsabelPantera,Isabel La Pantera,False,,False,2013-03-10T10:37:42.000Z,Argentina.,,https://t.co/ROD1TpLfIV,,26,123,9668,0,"{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ROD1TpLfIV', 'expanded_url': 'https://www.facebook.com/Unido2sAhoraONunca?ref=hl', 'display_url': 'facebook.com/Unido2sAhoraON…'}]}",
59700687,daniweed,daniela paz,False,,False,2009-07-24T05:30:58.000Z,,You can do whatever you want with your life!,,,17,32,11,0,,
454038743,smeersaife,zulfiqarahmad,False,,False,2012-01-03T15:16:16.000Z,,,,,0,3,10,0,,
1697255982,VioletLovatic,Виолетта Бессмертная,False,,False,2013-08-24T19:43:52.000Z,,,,,0,10,0,0,,
2222484949,manuelo87581872,manuel olivares,False,,False,2013-11-30T04:48:59.000Z,,,,,0,0,0,0,,
590902416,aja_fahmi,fahmi aja,False,,False,2012-05-26T11:01:00.000Z,,,,,1,22,1,0,,
